reported_date,issue_id,issue_title,issue_description,car_id,car_component
2022_10_25,e16f66f4-b7c9-4760-8776-04a9288013ad,Worn Out Engine Bearings,"Engine bearings are worn, leading to engine noise and potential failure.",CAR-ID:2dce2ce4,Engine
2020_06_28,2d5efb0a-e287-4993-a832-7af1b8f38037,Leaking Axle Seals,"Axle seals are leaking, leading to fluid loss and potential axle damage.",CAR-ID:d3658b3c,Drivetrain
2022_10_18,f26e19e2-c7d4-408a-8436-42587071a518,Failing Ignition Lock Cylinder,"The ignition lock cylinder is worn or damaged, causing difficulty in starting the car or turning the key.",CAR-ID:409fd99e,Electrical System
2021_01_29,99716409-d645-450c-89af-bac5f17febb2,Broken Coil Springs,A coil spring in the suspension system has snapped or is damaged.,CAR-ID:62997897,Suspension
2021_12_10,e728a56b-5ea1-4b20-b150-49fb14d85d0c,Deteriorating Hoses,Rubber hoses in the engine bay are cracking or leaking.,CAR-ID:e174c479,Engine
2022_11_04,22116710-e7d9-421f-b06a-26b7239b083a,Warped Brake Rotors,"The brake rotors are uneven, causing vibration when braking.",CAR-ID:b7204283,Brakes
2022_07_14,3fa9f280-9247-40b2-af3c-c8f65a7e88dc,Cracked Windshield,"The windshield has a crack or chip, which can impair visibility and safety.",CAR-ID:08b24a56,Body/Exterior
2022_07_26,7881d340-6c49-4a2d-80de-b80e50af0567,Malfunctioning Headlight Level Sensor,The sensor is not adjusting the headlight beam level correctly.,CAR-ID:c9ee36f8,Electrical System
2022_03_28,4274fbdc-c684-440c-858b-1082c3bd5c97,Malfunctioning Idle Control Valve,"The valve is not regulating the engine's idle speed properly, causing stalling or rough idle.",CAR-ID:62997897,Engine
2020_05_01,0251f74f-ebd7-480b-82c8-2f3eceb18726,Failing Engine Control Module (ECM),"The ECM is malfunctioning, leading to various engine and performance issues.",CAR-ID:89973c10,Electrical System
2021_01_20,666fa61c-1200-4472-9784-3b5f8fad4bb3,Worn Tie Rod Ends,"Tie rod ends are worn, affecting steering and wheel alignment.",CAR-ID:66cc4822,Steering System
2022_05_18,4127162f-2c1d-457a-8618-6c74928f613c,Failing Powertrain Control Module (PCM),"The PCM is malfunctioning, affecting engine and transmission performance.",CAR-ID:8b9b999c,Electrical System
2023_09_16,186f4c5a-4656-4f68-a045-efc4234238f5,Failing Catalytic Converter,"The catalytic converter is clogged or damaged, leading to reduced engine performance and increased emissions.",CAR-ID:c475f5a6,Exhaust System
2020_05_06,4fe6ccf5-3dc5-4e41-ad86-19e3f56e31df,Failing Hydraulic Lifters,"Hydraulic lifters are worn or failing, causing engine noise and performance issues.",CAR-ID:4f345e8c,Engine
2023_11_22,4b916c4a-91b7-4076-be52-92cc2025c993,Failing Powertrain Control Module (PCM),"The PCM is malfunctioning, affecting engine and transmission performance.",CAR-ID:03a36fa6,Electrical System
2020_05_11,741f99e1-f318-4a2a-be01-70af5249c534,Failing Engine Control Module (ECM),"The ECM is malfunctioning, leading to various engine and performance issues.",CAR-ID:7d7d9fb6,Electrical System
2022_12_16,2900bb70-3896-49ba-9dc9-c0fabe147f24,Damaged Intake Manifold Gasket,"The gasket is leaking, causing air and vacuum leaks.",CAR-ID:db6af331,Engine
2023_01_24,7f8f4a56-acf0-4c24-8be0-16dcff5d9a42,Malfunctioning Heater Core,"The heater core is leaking or clogged, affecting cabin heating and defrosting.",CAR-ID:8f31dd72,HVAC System
2019_09_11,460c0db7-0caf-472d-9958-08859c7af572,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:b89f0a21,Brakes
2024_01_02,cb52c1ff-e2d5-4d21-861e-d47e6c5a1e5b,Failing Oil Pressure Sensor,"The sensor is giving inaccurate oil pressure readings, which can lead to engine damage.",CAR-ID:20081ecd,Engine
2021_01_26,d5b11dc8-78d4-4b82-a370-b339055ec7db,Broken Horn,"The car's horn is not functioning, which can be a safety issue.",CAR-ID:9d98b9aa,Electrical System
2021_08_18,0966b47c-29cc-4904-a7ce-ab70128fa70e,Failing Transmission Bearings,"Bearings in the transmission are worn, causing noise and potential failure.",CAR-ID:75657e59,Transmission
2021_12_28,5a1419cc-3d09-4aaf-a0a4-23d39457b2e1,Damaged Oxygen Sensors,"Oxygen sensors are damaged or failing, leading to poor fuel economy and emissions.",CAR-ID:8224535e,Exhaust System
2020_08_12,ace9bb6a-0df8-4e5e-8195-47555d2e8fd6,Check Engine Light,"The check engine light is on, indicating a potential engine issue.",CAR-ID:0049d2b8,Engine
2023_08_02,d2781fff-e948-40c3-adbe-69d3e846db9a,Power Window Failure,One or more power windows are not opening or closing properly.,CAR-ID:5a17ac0e,Electrical System
2023_11_29,299828a6-e7d6-4d4c-a818-15ad1349cbeb,Stalling Engine,"The engine stalls during operation, potentially due to fuel or electrical issues.",CAR-ID:797f1565,Engine
2021_06_24,922c64e4-2139-4a9e-b99b-6eb8dc9c2b0a,Warped Brake Rotors,"The brake rotors are uneven, causing vibration when braking.",CAR-ID:088ba12c,Brakes
2022_10_20,854f7d50-0676-42e9-a7d1-6f9ee4209d8a,Worn Out Distributor Cap,"The distributor cap is worn or damaged, causing ignition issues.",CAR-ID:24504989,Ignition System
2023_12_23,677d5263-4a18-4498-9a46-c03c94580382,Faulty Air Suspension,"The air suspension system is leaking or not operating correctly, affecting ride quality.",CAR-ID:b9213959,Suspension
2022_09_14,bcb54a13-ad6d-417c-9e3e-2f634969dbad,Sticking Brake Caliper,"A brake caliper is sticking, causing reduced braking power and uneven wear.",CAR-ID:ddbe03ca,Brakes
2020_10_19,5b925a54-6351-40d7-beab-000258764955,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:c1e2297c,Engine
2020_06_01,e8b49378-9833-40a6-9dcb-edc2df1fc7e7,Malfunctioning Glow Plug Relay,"The relay is not providing power to the glow plugs, causing diesel starting issues.",CAR-ID:140da83f,Ignition System
2022_11_22,43b669e8-2d1c-452c-ba92-0b2e4d480564,Damaged Flywheel,"The flywheel is cracked or damaged, affecting clutch operation and engine balance.",CAR-ID:2408405d,Engine
2020_01_29,c9185d73-6784-4e87-9aa5-9e0bad877e1e,Worn Clutch Disc,"The clutch disc is worn, leading to slipping and reduced power transfer.",CAR-ID:c29b04d7,Clutch
2023_03_22,344266fc-5bbd-4b77-aa13-290d9b79908a,Faulty Knock Sensor,"The knock sensor is not detecting engine knock, which can lead to engine damage.",CAR-ID:f5227a79,Engine
2019_04_19,287d50e3-61d6-4993-b2c4-53190f694a71,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:e4829070,Brakes
2024_02_15,8cdd85f0-eba6-4504-b5d9-b23c782de67a,Failing Air Suspension Compressor,"The compressor is not inflating the air suspension bags, affecting ride height.",CAR-ID:1c354643,Suspension
2021_05_29,c5fc28b1-9b26-4f82-acd9-a9377429221b,Failing Differential,"The differential is making noise or not functioning properly, affecting handling.",CAR-ID:428a30d0,Drivetrain
2020_10_11,6067f1fd-3d86-452e-ad92-9083ae4f8557,Failing Air Flow Meter,"The meter is not accurately measuring the air flow to the engine, affecting performance.",CAR-ID:6efcaf79,Engine
2019_05_30,81d555cf-ccfd-4102-a149-2a8afef55908,Uneven Tire Wear,"Tires are wearing down unevenly, which could indicate alignment issues.",CAR-ID:409fd99e,Tires/Suspension
2019_03_07,8f586f75-3c10-4755-8803-75c61692ed82,Malfunctioning Fuel Pressure Regulator,"The fuel pressure regulator is not maintaining proper fuel pressure, affecting engine performance.",CAR-ID:b7204283,Fuel System
2019_03_19,b9bbcca9-d880-4124-82db-8ea27c7bef50,Damaged Turbocharger Seals,"The seals in the turbocharger are leaking, causing oil leaks and reduced performance.",CAR-ID:0d9ae372,Engine
2022_09_07,a28d959d-5318-47f4-99b3-acd2096e3ea2,Malfunctioning Heater Core,"The heater core is leaking or clogged, affecting cabin heating and defrosting.",CAR-ID:db0809bd,HVAC System
2023_01_14,2c91e3ec-da4a-4784-9cec-9b4a0a46aa1d,Transmission Slipping,The transmission is not staying in gear or shifts unpredictably.,CAR-ID:579846d7,Transmission
2019_09_21,35c0c30d-0a12-42d2-9cb7-49e22063e83c,Inoperative Cruise Control,The cruise control system is not maintaining set speed or not engaging at all.,CAR-ID:d2bc4601,Electrical System
2019_06_30,f957145b-e299-427e-8df8-a19958ad36da,Bad Timing Belt,"The timing belt is worn or has snapped, potentially causing engine damage.",CAR-ID:9ea496f6,Engine
2023_02_28,8602d7cf-2f99-4f23-89c5-d8f3196c49d2,Damaged Power Steering Pump,"The power steering pump is failing, making steering more difficult.",CAR-ID:c1e2297c,Steering System
2020_09_02,4809644c-7666-40b6-8a8b-89c6e40146c1,Malfunctioning Differential Lock,"The differential lock is not engaging or disengaging properly, affecting traction.",CAR-ID:37881542,Drivetrain
2019_12_27,e6f1fca9-d90d-4184-a64a-9833d931ec7d,Failing Clutch Slave Cylinder,"The slave cylinder is failing, leading to issues with clutch disengagement.",CAR-ID:98086256,Clutch
2021_01_03,05d60d43-d909-4aa8-8786-f0d15a318e15,Worn Clutch Disc,"The clutch disc is worn, leading to slipping and reduced power transfer.",CAR-ID:6ff9bde7,Clutch
2020_01_10,22d3262d-5451-45e1-a73a-b08d35173e9f,Worn Clutch Disc,"The clutch disc is worn, leading to slipping and reduced power transfer.",CAR-ID:3cb18306,Clutch
2021_03_06,03f63d2d-ba82-455f-ace2-09928dd949e0,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:db6af331,Body/Exterior
2022_02_08,a72e3c7f-4e48-483c-a2ee-43711487f8e2,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:c02de392,Transmission
2023_05_17,1a04ccad-9d6e-4316-b576-1154d414181a,Malfunctioning Body Control Module,The module that controls various electronic functions in the car is failing.,CAR-ID:cdf60d42,Electrical System
2020_03_03,011a43db-3035-4037-9980-a55fcfa67f4d,Faulty Air Suspension,"The air suspension system is leaking or not operating correctly, affecting ride quality.",CAR-ID:389e0a2a,Suspension
2019_05_02,f141d255-b821-4fc3-afc5-bd2ffc638f17,Worn Tie Rod Ends,"Tie rod ends are worn, affecting steering and wheel alignment.",CAR-ID:c23cbfe5,Steering System
2021_08_10,076ba3e9-b6f8-4fd7-9665-8c6d5d8c13c3,Leaking Brake Fluid,"Brake fluid is leaking from the system, leading to reduced braking power.",CAR-ID:a7dc7c80,Brakes
2023_04_08,e7913e26-7f9d-47e5-802a-639ee618fe92,Bad Timing Belt,"The timing belt is worn or has snapped, potentially causing engine damage.",CAR-ID:43be19d7,Engine
2021_06_30,e0933003-d629-4105-a752-df3f2ea7cbf9,Electrical System Malfunction,Electrical components such as lights or indicators are not working.,CAR-ID:bc62608f,Electrical System
2021_04_18,fbe9eef7-f582-4ba7-b6f6-d42a155ab646,Power Window Failure,One or more power windows are not opening or closing properly.,CAR-ID:436edc5e,Electrical System
2022_04_20,5018db37-3e57-4a2f-b2e2-b7d11157667e,Worn Strut Bearings,"Strut bearings are worn, causing noise and affecting steering and suspension.",CAR-ID:50293000,Suspension
2021_12_02,87bce7a2-d521-426a-93d1-9c3f74fb6d1c,Damaged Sway Bar Links,"Sway bar links are damaged, affecting vehicle stability and handling.",CAR-ID:e1805b00,Suspension
2021_08_31,6dd150c9-d2b8-4bf1-b1a6-781c33683e21,Leaking Coolant,"Coolant is leaking from the car, which could lead to overheating.",CAR-ID:c33b3ae5,Cooling System
2019_12_06,e023f70d-0fe0-4ef7-befd-b31c75e240a7,Malfunctioning Fuel Shut-Off Valve,"The valve is not operating correctly, affecting fuel flow.",CAR-ID:0965225e,Fuel System
2023_11_29,6b94aebd-7ae2-409a-97d9-93c9181c761a,Failing Wheel Bearing,"A wheel bearing is damaged, causing noise and vibration while driving.",CAR-ID:9a7b0da1,Wheel Assembly
2019_05_11,69be19cc-6ef7-4095-a53e-6eaaa4880f11,Leaking Radiator,"The radiator is leaking coolant, which can lead to engine overheating.",CAR-ID:cc5f7996,Cooling System
2020_10_04,9bf86f29-58d0-4329-a684-f5141d3b771b,Failing Oil Pump,"The oil pump is not circulating oil properly, risking engine damage due to poor lubrication.",CAR-ID:5281fbca,Engine
2020_05_04,7138fb87-b409-4439-9699-df3e44550315,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:17f29fae,Transmission
2020_01_29,5220efa9-9dc2-4ea0-b719-e70c631c6dd9,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:66376e93,Brakes
2023_11_07,fb0398fe-6dde-4ef9-a82e-8bb76da6687c,Malfunctioning Fuel Cap Sensor,The sensor is indicating a loose or missing fuel cap when it's not.,CAR-ID:1423ffc4,Fuel System
2019_04_10,7b4374fb-2a61-4838-89e8-bda186501069,Failing Wheel Hub Assembly,"The wheel hub assembly is damaged, leading to noise and potential wheel loss.",CAR-ID:c23cbfe5,Wheel Assembly
2020_01_22,4fb7d9fd-190b-4e82-957c-23a6d250cb1a,Malfunctioning Differential Lock,"The differential lock is not engaging or disengaging properly, affecting traction.",CAR-ID:b96d385c,Drivetrain
2020_08_21,4d5fec3e-feac-4acc-8390-fa9cadf85326,Malfunctioning Differential Lock,"The differential lock is not engaging or disengaging properly, affecting traction.",CAR-ID:55f018ea,Drivetrain
2022_02_28,dfe834b8-32f3-4e14-b5a1-24de6ef214be,Malfunctioning Differential Lock,"The differential lock is not engaging or disengaging properly, affecting traction.",CAR-ID:48c6f9e6,Drivetrain
2023_01_13,b6a125eb-7ed6-4d1e-8991-2941010d2684,Malfunctioning Idle Control Valve,"The valve is not regulating the engine's idle speed properly, causing stalling or rough idle.",CAR-ID:a2652272,Engine
2023_05_30,02efcc35-10ea-4c1c-ad2c-2eb4a2469148,Failing Hydraulic Lifters,"Hydraulic lifters are worn or failing, causing engine noise and performance issues.",CAR-ID:f65f79f3,Engine
2023_10_24,e44363a6-44aa-4a3b-8258-eaf12676327a,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:3c80aa47,Clutch
2020_04_03,7b3d2af8-64ad-4ca2-899e-a9eed2187eb2,Leaking Struts or Shocks,"Struts or shocks are leaking hydraulic fluid, reducing their effectiveness.",CAR-ID:58ace270,Suspension
2023_11_22,3d637ce8-4575-4967-8e78-c8d881008751,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:26ccc0a1,Transmission
2022_03_29,49d9dd30-b23b-4733-9f43-215c15b38ed0,Failing Catalytic Converter,"The catalytic converter is clogged or damaged, leading to reduced engine performance and increased emissions.",CAR-ID:ca574ff8,Exhaust System
2022_07_25,56981da3-3b0b-49bb-9c67-fa448c7d8feb,Failing Oil Pressure Sensor,"The sensor is giving inaccurate oil pressure readings, which can lead to engine damage.",CAR-ID:bb792aeb,Engine
2023_01_01,bcbea0c2-129f-4188-9c7c-fdaa25e3132d,Failing Throttle Actuator,"The actuator is not controlling the throttle position correctly, affecting acceleration.",CAR-ID:0ec72487,Engine
2021_09_29,0a9ea5a6-4554-461d-a54f-6b1d1fcf96fb,Failing Hydraulic Lifters,"Hydraulic lifters are worn or failing, causing engine noise and performance issues.",CAR-ID:5e80dd3f,Engine
2019_05_02,4afd7cd6-79bd-4234-a708-05386499ee9e,Damaged Dashboard,The dashboard is cracked or damaged due to sun exposure or age.,CAR-ID:3bacd273,Interior
2022_08_02,2ee8aebd-3448-47d2-a3be-0f0f5eba874d,Faulty Air Suspension,"The air suspension system is leaking or not operating correctly, affecting ride quality.",CAR-ID:b2627e5c,Suspension
2023_01_14,e3edd4ea-021c-4bb6-9992-d20cc8cc1e6a,Malfunctioning O2 Sensor,"The oxygen sensor is not providing accurate data, affecting engine performance.",CAR-ID:b2627e5c,Exhaust System
2022_09_13,ad2a7581-7ae1-4774-ab86-53edbeb747e5,Worn Out Timing Chain,"The timing chain is stretched or damaged, affecting engine timing and performance.",CAR-ID:4014d956,Engine
2023_06_06,e67afe69-7590-4ba7-8799-5af89c6290c8,Brake Pad Wear,The brake pads have worn down and need replacement.,CAR-ID:9023d0a3,Brakes
2020_03_09,e1b4964b-c63e-47fa-afb5-94f4be162061,Failing Clutch Master Cylinder,"The master cylinder for the clutch is failing, leading to clutch engagement issues.",CAR-ID:cef49154,Clutch
2022_09_09,bf2875b1-4584-400d-9935-ba767ff5a66d,Failing Wheel Bearing,"A wheel bearing is damaged, causing noise and vibration while driving.",CAR-ID:436edc5e,Wheel Assembly
2021_07_31,ffa587ac-5438-44e5-985b-4f96fb7e8c2d,Leaking Valve Cover Gasket,"The gasket is leaking oil, which can lead to engine damage if unchecked.",CAR-ID:4ae1eae1,Engine
2022_01_24,13e28f4b-fcc3-4788-aff1-2258a248da5b,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:1cee1d49,Body/Exterior
2023_11_01,a3ca8a4f-d06d-4252-aaf5-0c92d3220003,Worn Out Piston Rings,"Piston rings are worn, leading to oil burning and loss of compression.",CAR-ID:389e0a2a,Engine
2019_03_06,f02d95fe-2a9c-46bd-a5f3-4ee7e839b953,Worn Clutch Disc,"The clutch disc is worn, leading to slipping and reduced power transfer.",CAR-ID:c38ec044,Clutch
2022_03_12,9dbfa92a-ab03-4ca7-bc9b-8b47cd8bf3a7,Damaged Intake Manifold Gasket,"The gasket is leaking, causing air and vacuum leaks.",CAR-ID:3cb18306,Engine
2019_02_24,e66998e0-ea19-4e94-ba88-29d01e3cf3b6,Failing Transmission Fluid Pump,"The pump is not circulating fluid properly, leading to transmission issues.",CAR-ID:51c29061,Transmission
2019_07_27,33a8af88-1851-434b-9a78-63f251c8c801,Faulty Thermostat,"The thermostat is stuck open or closed, affecting engine temperature regulation.",CAR-ID:0665000d,Cooling System
2021_12_07,7ae10ad4-e046-4dbd-b2d6-e0500bc38bfe,Warped Brake Rotors,"The brake rotors are uneven, causing vibration when braking.",CAR-ID:d18bb889,Brakes
2020_03_03,661d54de-fe1a-4e65-bce1-76b619ba631b,Leaking Struts or Shocks,"Struts or shocks are leaking hydraulic fluid, reducing their effectiveness.",CAR-ID:02a43768,Suspension
2021_06_10,628c74b1-18e7-4fcf-80fd-225e9846f0b2,Malfunctioning Traction Control System,"The traction control system is not functioning properly, affecting vehicle stability.",CAR-ID:a1389f83,Safety System
2022_08_10,4ffdd095-9c59-4c93-b163-f31de6a761fe,Failing PCV Valve,"The positive crankcase ventilation (PCV) valve is not functioning, affecting emissions and engine performance.",CAR-ID:0325bde7,Engine
2021_03_12,365e0e23-71e5-4a4f-ab88-6a1a67f14d26,Faulty Knock Sensor,"The knock sensor is not detecting engine knock, which can lead to engine damage.",CAR-ID:140da83f,Engine
2021_01_03,827b0774-5d85-4f3b-be16-217eba177f4c,Malfunctioning Glow Plug Relay,"The relay is not providing power to the glow plugs, causing diesel starting issues.",CAR-ID:428a30d0,Ignition System
2021_07_27,e70f287c-2c42-4f12-969c-64e3684877ae,Malfunctioning Fuel Cap Sensor,The sensor is indicating a loose or missing fuel cap when it's not.,CAR-ID:5550848d,Fuel System
2022_10_20,6f5448d0-5917-4975-a5f0-ff425b80b704,Rust and Corrosion,"Parts of the car's body or undercarriage are rusting, which can lead to structural issues.",CAR-ID:5e73a17f,Body/Exterior
2023_03_26,2fd351fb-7ac4-496a-ac16-eac399acd98f,Squealing Belts,"Squealing sounds from the engine bay, indicating a belt may be loose or worn.",CAR-ID:2c196483,Engine Belts
2020_07_22,d416d1ba-d065-480e-b81d-25ec7aca76e3,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:201dbb95,Transmission
2020_12_15,1213f8ef-afbe-4398-9642-c62623ed959a,Damaged Dashboard,The dashboard is cracked or damaged due to sun exposure or age.,CAR-ID:becebbe1,Interior
2019_08_02,27288f48-deee-4b3d-b780-210c2965e0d3,Bad Timing Belt,"The timing belt is worn or has snapped, potentially causing engine damage.",CAR-ID:91f16c92,Engine
2023_11_09,976a3394-83a7-4467-bab4-20b94a116d44,Malfunctioning Throttle Body,"The throttle body is not regulating airflow properly, affecting acceleration.",CAR-ID:0db5aaed,Engine
2020_12_05,fe35781b-7908-48ea-add5-eb3a265393b3,Bad Timing Belt,"The timing belt is worn or has snapped, potentially causing engine damage.",CAR-ID:4e059385,Engine
2021_03_05,3161664f-c27b-44ea-8662-fcd4b218d0d0,Defective Airbags,The airbags may not deploy in an accident or have deployed without cause.,CAR-ID:018a6522,Safety System
2020_09_10,f28482ba-4c50-4dfe-84ed-c909aefea657,Failing Drive Shaft,"The drive shaft is damaged, causing vibrations and potential loss of power to the wheels.",CAR-ID:bf7bb995,Drivetrain
2021_07_23,059d12e2-f2d8-417c-a85a-7a02650f2b15,Malfunctioning Car Computer,"The main computer (ECU) is malfunctioning, affecting various engine functions.",CAR-ID:dbb33c92,Electrical System
2022_12_14,e5796206-8d09-4ba1-9d0c-898e38a2248a,Worn Out Brake Lines,"Brake lines are corroded or damaged, risking a brake fluid leak.",CAR-ID:cd0768a5,Brakes
2023_10_03,b4a90091-56be-407a-a2e3-4c5f7e6255c2,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:b16c44f6,Fuel System
2024_01_20,41bfcbbe-704b-4c00-9ca7-c349ac174230,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:9825282a,Clutch
2023_10_10,7715dac9-8c6a-4a26-b862-df2164f97ab6,Failing Power Steering Rack,"The steering rack is worn or leaking, making steering difficult.",CAR-ID:528a43e8,Steering System
2021_12_25,1a92b379-f9af-455c-9a79-3b07cea968a5,Failing Drive Belt Tensioner,"The tensioner is not maintaining proper belt tension, leading to slippage and noise.",CAR-ID:676b5c93,Engine Belts
2019_06_13,7c21d85b-7686-4cdf-9917-8d1aaa7a0619,Faulty Brake Booster,"The brake booster is not providing enough power assistance, making braking hard.",CAR-ID:0965225e,Brakes
2020_12_31,10f0fae2-ae8f-41b7-988c-d9bf9d9d5059,Flat Tire,The tire has lost all or most of its air pressure due to a puncture or leak.,CAR-ID:bae0c370,Tire
2022_07_08,57fc0632-25a6-4ba3-a90f-89b30fe3de23,Malfunctioning Mass Air Flow Sensor,"The mass air flow sensor is not accurately measuring incoming air, affecting engine performance.",CAR-ID:612a9b3e,Engine
2020_01_15,87a13022-c5ad-44c6-b1b5-73e82932108d,Fuel Efficiency Drop,"A noticeable decrease in miles per gallon, indicating a potential engine issue.",CAR-ID:bc62608f,Engine/Fuel System
2023_09_01,f916217c-8cae-40b4-b7b1-60dc52331605,Broken Horn,"The car's horn is not functioning, which can be a safety issue.",CAR-ID:8c47d167,Electrical System
2023_01_05,2a9b7eb3-76c2-472e-b7b6-5cfc83f8907b,Malfunctioning Charcoal Canister,"The charcoal canister is clogged or leaking, affecting emissions control.",CAR-ID:bf7bb995,Emissions System
2024_02_08,13d5c842-f968-45ab-9a49-7f6ab8c6a71a,Deteriorating Hoses,Rubber hoses in the engine bay are cracking or leaking.,CAR-ID:33416be2,Engine
2020_12_06,38a26ef0-bd05-49f5-9359-dbbad9adfe5c,Electrical System Malfunction,Electrical components such as lights or indicators are not working.,CAR-ID:8781e35c,Electrical System
2022_03_23,1ccf0248-a65f-49c9-82c4-7bdd51bb29a9,Broken Axle,"An axle is bent or broken, severely affecting the vehicle's ability to move.",CAR-ID:25976627,Drivetrain
2022_05_02,796a257d-dba3-45c1-841f-616e84c608b8,Worn Clutch Disc,"The clutch disc is worn, leading to slipping and reduced power transfer.",CAR-ID:87cca5ac,Clutch
2021_03_29,68b3bf52-9c03-4f86-9660-c2ea38f52c3f,Damaged Intake Manifold Gasket,"The gasket is leaking, causing air and vacuum leaks.",CAR-ID:ba3e31d6,Engine
2020_04_21,4e01c1c8-3124-4edd-87c2-41304e9cfcc1,Failing Air Intake Hose,"The air intake hose is cracked or loose, leading to engine performance issues.",CAR-ID:3c80aa47,Engine
2021_07_21,964be5df-45e9-4aea-ab42-524703dd82fa,Blown Head Gasket,"The head gasket is damaged, leading to coolant and oil leaks.",CAR-ID:e4d5be7a,Engine
2022_09_30,956686fa-c878-4115-a920-74717e6c1707,Malfunctioning Manifold Absolute Pressure Sensor,"The MAP sensor is not accurately measuring air pressure, affecting engine performance.",CAR-ID:0ec72487,Engine
2023_04_09,97a82f3f-12d5-4c7f-9998-c00562c30ce3,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:0db5aaed,Engine
2020_09_12,589fed7d-91e1-4bbb-a35f-a6a90aa8f99e,Broken Motor Mounts,"Motor mounts are damaged, leading to excessive engine vibration and movement.",CAR-ID:87aacd86,Engine
2023_07_26,737e0460-7761-4dd3-a150-53a385ac3857,Failing Air Suspension Compressor,"The compressor is not inflating the air suspension bags, affecting ride height.",CAR-ID:d833b657,Suspension
2020_03_06,72672a07-712d-459e-9bdb-fb53b1c44dd0,Damaged Intake Manifold Gasket,"The gasket is leaking, causing air and vacuum leaks.",CAR-ID:c686edef,Engine
2020_01_30,ba7e6484-08ba-42ae-a116-7d5952e3a944,Cracked Serpentine Belt,The serpentine belt has cracks and is at risk of breaking.,CAR-ID:a1389f83,Engine Belts
2021_03_25,40fd119c-c6b0-4f10-b0ed-f81e69a0eb89,Failing Gear Selector,The gear selector is not engaging the correct gear or is stuck.,CAR-ID:53613d81,Transmission
2023_07_18,7eb8c323-ede5-42fa-997a-a65ae9c44a7e,Failing Crankshaft Position Sensor,"The sensor is not accurately tracking the crankshaft's position, affecting engine timing.",CAR-ID:3cb18306,Engine
2023_12_13,ecf78128-1777-4361-9fc3-e893a03dae87,Exhaust Smoke,"Excessive smoke is coming from the exhaust, indicating possible oil or fuel issues.",CAR-ID:4e059385,Exhaust System
2019_12_27,ed1ada43-bee7-47d2-93ab-29f88a72c9c4,Worn Ball Joints,"Ball joints in the suspension system are worn, affecting handling and wheel alignment.",CAR-ID:5aea880a,Suspension
2020_03_30,182e8c38-d50a-48e0-8e99-33db904b6f51,Loose Fuel Cap,"The fuel cap is not sealing properly, potentially triggering the check engine light.",CAR-ID:2d6ff26d,Fuel System
2019_05_13,d3f75d89-83b4-48b2-9649-3299776289ff,Blown Head Gasket,"The head gasket is damaged, leading to coolant and oil leaks.",CAR-ID:bc62608f,Engine
2021_07_04,4d88ecb8-0583-40db-8216-545dd6691b2e,Broken Coil Springs,A coil spring in the suspension system has snapped or is damaged.,CAR-ID:cdcb4bea,Suspension
2019_08_08,c3d11ac4-e17e-4d11-b54d-4cb6d75855f1,Fuel Efficiency Drop,"A noticeable decrease in miles per gallon, indicating a potential engine issue.",CAR-ID:b39311a4,Engine/Fuel System
2020_05_28,8ed59527-bd42-49e3-bd8d-721a285a58b2,Malfunctioning Heater Core,"The heater core is leaking or clogged, affecting cabin heating and defrosting.",CAR-ID:338a9b2d,HVAC System
2022_01_14,5646d7d1-21df-4ccd-8fd3-3558e8120bf9,Faulty Coolant Temperature Sensor,"The sensor is giving inaccurate readings, affecting engine temperature regulation.",CAR-ID:f44f42a0,Cooling System
2022_03_09,3c7d1028-a983-4f2a-a920-47034158a0da,Dirty Fuel Injectors,"Fuel injectors are clogged or dirty, affecting engine performance.",CAR-ID:ba3e31d6,Fuel System
2020_02_19,b3a091a1-a42b-43d4-82d7-37a6f34e0c76,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:37881542,Engine
2021_01_03,c6d66b6d-aa6c-4633-9948-66e06bb2627c,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:62997897,Fuel System
2022_05_19,23e9c702-12bd-4ff4-9718-60d6ba4a8c73,Deteriorating Hoses,Rubber hoses in the engine bay are cracking or leaking.,CAR-ID:23e88fa4,Engine
